Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Prestwick Chemical Library ID,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Comment [Experimental Results],Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
BSF019243-1A,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1508,Ibutilide fumarate,5281065,https://pubchem.ncbi.nlm.nih.gov/compound/5281065,1.25,122647-32-9,S(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC)(=O)(=O)C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-160,Gentamicine sulfate,10321340,https://pubchem.ncbi.nlm.nih.gov/compound/10321340,1.25,1405-41-0,N(C1C(COC(C1O)OC2C(CC(C(C2O)OC3OC(CCC3N)C(NC)C)N)N)(O)C)C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1700,Histamine dihydrochloride,5818,https://pubchem.ncbi.nlm.nih.gov/compound/5818,1.25,56-92-8,n1c(c[nH]c1)CCN,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1715,Algestone acetophenide,102011,https://pubchem.ncbi.nlm.nih.gov/compound/102011,1.25,24356-94-3,[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]5(\C(=C/C(=O)CC5)\CC4)C)(CC3)[H])[H])(C[C@H]1OC(O2)(c1ccccc1)C)[H])C)C(=O)C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1731,Zoledronic acid hydrate,121586,https://pubchem.ncbi.nlm.nih.gov/compound/121586,1.25,165800-06-6,C(P(=O)(O)O)(P(=O)(O)O)(Cn1cncc1)O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1748,Nateglinide,5311309,https://pubchem.ncbi.nlm.nih.gov/compound/5311309,1.25,105816-04-4,C(N[C@@H](C(=O)O)Cc1ccccc1)([C@H]1CC[C@@H](CC1)C(C)C)=O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1765,Latanoprost,10477939,https://pubchem.ncbi.nlm.nih.gov/compound/10477939,1.25,145773-22-4,[C@H]1([C@H]([C@H](C[C@H]1O)O)C\C=C/CCCC(=O)OC(C)C)CC[C@H](CCc1ccccc1)O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1781,Alosetron hydrochloride,60758,https://pubchem.ncbi.nlm.nih.gov/compound/60758,1.25,122852-69-1,c12c(n(c3c1cccc3)C)CCN(C2=O)Cc1nc[nH]c1C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1798,Mirabegron,9865528,https://pubchem.ncbi.nlm.nih.gov/compound/9865528,1.25,223673-61-8,OC(c1ccccc1)CNCCc1ccc(NC(Cc2csc(n2)N)=O)cc1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-188,Pentolinium bitartrate,5702277,https://pubchem.ncbi.nlm.nih.gov/compound/5702277,1.25,52-62-0,[N+]1(CCCCC[N+]2(C)CCCC2)(C)CCCC1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-202,Tiratricol,5803,https://pubchem.ncbi.nlm.nih.gov/compound/5803,1.25,51-24-1,c1(c(cc(cc1I)CC(=O)O)I)Oc1cc(c(cc1)O)I,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-218,Fenbufen,3335,https://pubchem.ncbi.nlm.nih.gov/compound/3335,1.25,36330-85-5,C(c1ccc(cc1)c1ccccc1)(=O)CCC(=O)O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-232,Scopolamin-N-oxide hydrobromide,6419978,https://pubchem.ncbi.nlm.nih.gov/compound/6419978,1.25,6106-81-6,[C@]12([C@@](O1)([C@]1([N+]([C@@]2(C[C@H](C1)OC([C@@H](c1ccccc1)CO)=O)[H])([O-])C)[H])[H])[H],,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-248,Clonidine hydrochloride,20179,https://pubchem.ncbi.nlm.nih.gov/compound/20179,1.25,4205-91-8,C/1(\Nc2c(Cl)cccc2Cl)=N/CCN1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-262,Triprolidine hydrochloride,5702129,https://pubchem.ncbi.nlm.nih.gov/compound/5702129,1.25,550-70-9,C(=C/CN1CCCC1)(/c1ccc(cc1)C)\c1ncccc1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
BSF019243-1A,B24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
BSF019243-1A,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-141,Verapamil hydrochloride,62969,https://pubchem.ncbi.nlm.nih.gov/compound/62969,1.25,152-11-4,C(c1cc(c(cc1)OC)OC)(C#N)(C(C)C)CCCN(CCc1cc(c(cc1)OC)OC)C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1431,Loracarbef,60746,https://pubchem.ncbi.nlm.nih.gov/compound/60746,1.25,121961-22-6,N1\2C([C@H]([C@H]1CC\C(=C2\C(=O)O)\Cl)NC([C@@H](c1ccccc1)N)=O)=O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1459,Oxfendazol,40854,https://pubchem.ncbi.nlm.nih.gov/compound/40854,1.25,53716-50-0,c1(nc2cc(S(=O)c3ccccc3)ccc2[nH]1)NC(=O)OC,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1478,Rifaximin,6436173,https://pubchem.ncbi.nlm.nih.gov/compound/6436173,1.25,80621-81-4,c12c3NC(/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@]4(Oc5c(c(c1nc1n2ccc(c1)C)c(c3O)c(c5C)O)C4=O)C)OC)C)OC(=O)C)C)O)C)O)C)/C)=O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1493,Topiramate,5284627,https://pubchem.ncbi.nlm.nih.gov/compound/5284627,1.25,97240-79-4,[C@@]12([C@H]([C@H]3[C@H](OC(O3)(C)C)CO1)OC(O2)(C)C)COS(=O)(=O)N,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1509,Deflazacort,189821,https://pubchem.ncbi.nlm.nih.gov/compound/189821,1.25,14484-47-0,[C@@]1/2([C@@]3([C@]([C@]4([C@@]([C@@]\5(\C(=C/C(\C=C5)=O)\CC4)C)([C@H](C3)O)[H])[H])(C[C@]1(O/C(=N2)/C)[H])[H])C)C(COC(=O)C)=O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1600,Aprepitant,135413536,https://pubchem.ncbi.nlm.nih.gov/compound/135413536,1.25,170729-80-3,N/1=C(/NNC1=O)\CN1[C@H]([C@@H](O[C@@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C)OCC1)c1ccc(cc1)F,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1701,Clopidogrel,60606,https://pubchem.ncbi.nlm.nih.gov/compound/60606,1.25,113665-84-2,N1([C@@H](c2c(Cl)cccc2)C(=O)OC)Cc2c(scc2)CC1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1716,Altrenogest,10041070,https://pubchem.ncbi.nlm.nih.gov/compound/10041070,1.25,850-52-2,C/1\2=C\3/C(=C\C(=O)CC3)/CC[C@]1([C@]1([C@](\C=C2)([C@](CC1)(O)CC=C)C)[H])[H],,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1732,Tolcapone,4659569,https://pubchem.ncbi.nlm.nih.gov/compound/4659569,1.25,134308-13-7,c1([N+]([O-])=O)c(c(cc(c1)C(c1ccc(cc1)C)=O)O)O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1749,Silodosin,5312125,https://pubchem.ncbi.nlm.nih.gov/compound/5312125,1.25,160970-54-7,c1(c2c(cc(c1)C[C@H](NCCOc1c(OCC(F)(F)F)cccc1)C)CCN2CCCO)C(=O)N,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1766,Benidipine hydrochloride,656667,https://pubchem.ncbi.nlm.nih.gov/compound/656667,1.25,91599-74-5,C=1(\[C@@H](\C(=C(/N/C1/C)\C)\C(=O)OC)c1cc([N+]([O-])=O)ccc1)/C(O[C@H]1CN(Cc2ccccc2)CCC1)=O,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1782,Ritonavir,392622,https://pubchem.ncbi.nlm.nih.gov/compound/392622,1.25,155213-67-5,n1c(scc1CN(C(N[C@H](C(N[C@H](C[C@@H]([C@@H](NC(=O)OCc1scnc1)Cc1ccccc1)O)Cc1ccccc1)=O)C(C)C)=O)C)C(C)C,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-1799,Tigecycline,5282044,https://pubchem.ncbi.nlm.nih.gov/compound/5282044,1.25,220620-09-7,O=C(CNC(C)(C)C)Nc1c(O)c2C(=O)C=3C(Cc2c(c1)N(C)C)CC1C(O)(C3O)C(=O)C(=C(O)C1N(C)C)C(=O)N,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
BSF019243-1A,C17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_11320,A549,EFO,EFO_0001086,Prestw-189,6-Benzylaminopurine,62389,https://pubchem.ncbi.nlm.nih.gov/compound/62389,1.25,1214-39-7,c12c(nc[nH]1)ncnc2NCc1ccccc1,,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
