Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
Za_BSF019088,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,H24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,I3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,I9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,1.563,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits influenza virus replication,,,Hoechst:nuclei; GFP:infection
Za_BSF019088,J3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019088,J7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Influenza A virus,NCBITaxon,NCBITaxon_382835,A549,EFO,EFO_0001086,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
